S0,K,T,C_mkt,iv_market
675.31,587.0,0.11,91.62,0.2765
675.31,588.0,0.11,90.63,0.2741
675.31,589.0,0.11,89.67,0.273
675.31,590.0,0.11,88.81,0.2757
675.31,591.0,0.11,87.84,0.2737
675.31,592.0,0.11,86.86,0.2718
675.31,593.0,0.11,85.81,0.2669
675.31,594.0,0.11,84.94,0.269
675.31,595.0,0.11,83.97,0.2676
675.31,596.0,0.11,83.0,0.2657
675.31,597.0,0.11,81.95,0.2613
675.31,598.0,0.11,81.0,0.2599
675.31,599.0,0.11,80.11,0.2609
675.31,600.0,0.11,79.14,0.2594
675.31,601.0,0.11,78.19,0.2581
675.31,602.0,0.11,77.16,0.2542
675.31,603.0,0.11,76.21,0.253
675.31,604.0,0.11,75.32,0.2535
675.31,605.0,0.11,74.37,0.2522
675.31,606.0,0.11,73.34,0.2484
675.31,607.0,0.11,72.47,0.2493
675.31,608.0,0.11,71.52,0.2476
675.31,609.0,0.11,70.56,0.2462
675.31,610.0,0.11,69.62,0.2449
675.31,611.0,0.11,68.69,0.2436
675.31,612.0,0.11,67.74,0.2421
675.31,613.0,0.11,66.8,0.2406
675.31,614.0,0.11,65.88,0.2398
675.31,615.0,0.11,64.93,0.238
675.31,616.0,0.11,63.99,0.2367
675.31,617.0,0.11,63.06,0.2356
675.31,618.0,0.11,62.11,0.2336
675.31,619.0,0.11,61.18,0.2322
675.31,620.0,0.11,60.33,0.2326
675.31,621.0,0.11,59.33,0.2292
675.31,622.0,0.11,58.47,0.2297
675.31,623.0,0.11,57.48,0.2266
675.31,624.0,0.11,56.56,0.2251
675.31,625.0,0.11,55.66,0.2243
675.31,626.0,0.11,54.72,0.2227
675.31,627.0,0.11,53.81,0.2211
675.31,628.0,0.11,52.9,0.2197
675.31,629.0,0.11,51.99,0.2185
675.31,630.0,0.11,51.11,0.2175
675.31,631.0,0.11,50.19,0.2155
675.31,632.0,0.11,49.28,0.2143
675.31,633.0,0.11,48.39,0.213
675.31,634.0,0.11,47.49,0.2116
675.31,635.0,0.11,46.61,0.2104
675.31,636.0,0.11,45.72,0.209
675.31,637.0,0.11,44.83,0.2073
675.31,638.0,0.11,43.95,0.2063
675.31,639.0,0.11,43.08,0.2047
675.31,640.0,0.11,42.27,0.2046
675.31,641.0,0.11,41.32,0.2019
675.31,642.0,0.11,40.45,0.2006
675.31,643.0,0.11,39.58,0.1991
675.31,644.0,0.11,38.73,0.1977
675.31,645.0,0.11,37.94,0.1977
675.31,646.0,0.11,37.02,0.195
675.31,647.0,0.11,36.17,0.1935
675.31,648.0,0.11,35.33,0.192
675.31,649.0,0.11,34.48,0.191
675.31,650.0,0.11,33.7,0.1901
675.31,651.0,0.11,32.83,0.1879
675.31,652.0,0.11,31.99,0.1864
675.31,653.0,0.11,31.18,0.1851
675.31,654.0,0.11,30.3,0.1828
675.31,655.0,0.11,29.59,0.1828
675.31,656.0,0.11,28.76,0.1808
675.31,657.0,0.11,27.96,0.1794
675.31,658.0,0.11,27.17,0.1782
675.31,659.0,0.11,26.38,0.1767
675.31,660.0,0.11,25.63,0.1756
675.31,661.0,0.11,24.86,0.1739
675.31,662.0,0.11,24.07,0.1726
675.31,663.0,0.11,23.32,0.1707
675.31,664.0,0.11,22.56,0.1693
675.31,665.0,0.11,21.81,0.1678
675.31,666.0,0.11,21.08,0.1666
675.31,667.0,0.11,20.38,0.1652
675.31,668.0,0.11,19.65,0.1637
675.31,669.0,0.11,18.96,0.1624
675.31,670.0,0.11,18.29,0.1613
675.31,671.0,0.11,17.57,0.1595
675.31,672.0,0.11,16.88,0.1579
675.31,673.0,0.11,16.24,0.1568
675.31,674.0,0.11,15.57,0.1552
675.31,675.0,0.11,14.93,0.1539
675.31,676.0,0.11,14.3,0.1526
675.31,677.0,0.11,13.7,0.1513
675.31,678.0,0.11,13.09,0.15
675.31,679.0,0.11,12.5,0.1487
675.31,680.0,0.11,11.93,0.1475
675.31,681.0,0.11,11.37,0.1463
675.31,682.0,0.11,10.82,0.1451
675.31,683.0,0.11,10.3,0.144
675.31,684.0,0.11,9.79,0.1427
675.31,685.0,0.11,9.28,0.1416
675.31,686.0,0.11,8.8,0.1406
675.31,687.0,0.11,8.33,0.1395
675.31,688.0,0.11,7.88,0.1385
675.31,689.0,0.11,7.44,0.1375
675.31,690.0,0.11,7.02,0.1365
675.31,691.0,0.11,6.62,0.1356
675.31,692.0,0.11,6.23,0.1347
675.31,693.0,0.11,5.87,0.1337
675.31,694.0,0.11,5.51,0.1329
675.31,695.0,0.11,5.18,0.1321
675.31,696.0,0.11,4.86,0.1314
675.31,697.0,0.11,4.54,0.1306
675.31,698.0,0.11,4.25,0.1299
675.31,699.0,0.11,3.98,0.1293
675.31,700.0,0.11,3.73,0.1288
675.31,701.0,0.11,3.48,0.1281
675.31,702.0,0.11,3.25,0.1277
675.31,703.0,0.11,3.02,0.1271
675.31,704.0,0.11,2.83,0.1266
675.31,705.0,0.11,2.62,0.1262
675.31,706.0,0.11,2.45,0.1259
675.31,707.0,0.11,2.27,0.1255
675.31,708.0,0.11,2.12,0.1253
675.31,709.0,0.11,1.98,0.125
675.31,710.0,0.11,1.83,0.1248
675.31,715.0,0.11,1.28,0.1243
675.31,720.0,0.11,0.9,0.1245
675.31,725.0,0.11,0.64,0.1253
675.31,730.0,0.11,0.45,0.1263
675.31,735.0,0.11,0.33,0.1284
675.31,740.0,0.11,0.23,0.1302
675.31,745.0,0.11,0.17,0.1331
675.31,750.0,0.11,0.12,0.1347
675.31,755.0,0.11,0.11,0.1391
675.31,760.0,0.11,0.08,0.1427
675.31,765.0,0.11,0.07,0.1452
675.31,770.0,0.11,0.06,0.1492
675.31,775.0,0.11,0.04,0.1526
675.31,780.0,0.11,0.04,0.159
675.31,785.0,0.11,0.04,0.1654
675.31,790.0,0.11,0.04,0.1674
675.31,400.0,0.12,276.74,0.0
675.31,405.0,0.12,271.76,0.0
675.31,410.0,0.12,266.8,0.0
675.31,415.0,0.12,261.82,0.0
675.31,420.0,0.12,256.87,0.0
675.31,425.0,0.12,251.89,0.0
675.31,430.0,0.12,246.92,0.0
675.31,435.0,0.12,241.96,0.0
675.31,440.0,0.12,236.99,0.0
675.31,445.0,0.12,232.02,0.4038
675.31,450.0,0.12,227.06,0.4276
675.31,455.0,0.12,222.08,0.4198
675.31,460.0,0.12,217.12,0.4227
675.31,465.0,0.12,212.12,0.3992
675.31,470.0,0.12,207.2,0.4263
675.31,475.0,0.12,202.23,0.4198
675.31,480.0,0.12,197.27,0.418
675.31,485.0,0.12,192.31,0.4113
675.31,490.0,0.12,187.36,0.4079
675.31,495.0,0.12,182.36,0.3912
675.31,500.0,0.12,177.44,0.3958
675.31,505.0,0.12,172.44,0.3808
675.31,510.0,0.12,167.55,0.3833
675.31,515.0,0.12,162.55,0.3698
675.31,520.0,0.12,157.6,0.363
675.31,525.0,0.12,152.66,0.3566
675.31,530.0,0.12,147.77,0.3566
675.31,535.0,0.12,142.83,0.3485
675.31,540.0,0.12,137.84,0.3359
675.31,545.0,0.12,132.91,0.3286
675.31,550.0,0.12,128.0,0.3229
675.31,555.0,0.12,123.09,0.3162
675.31,560.0,0.12,118.21,0.3114
675.31,565.0,0.12,113.33,0.3052
675.31,570.0,0.12,108.44,0.298
675.31,575.0,0.12,103.49,0.2874
675.31,580.0,0.12,98.66,0.2824
675.31,585.0,0.12,93.78,0.2739
675.31,590.0,0.12,88.99,0.2688
675.31,595.0,0.12,84.25,0.264
675.31,600.0,0.12,79.41,0.2557
675.31,605.0,0.12,74.71,0.2503
675.31,610.0,0.12,70.0,0.2436
675.31,615.0,0.12,65.36,0.2378
675.31,620.0,0.12,60.71,0.231
675.31,625.0,0.12,56.12,0.224
675.31,630.0,0.12,51.58,0.217
675.31,635.0,0.12,47.13,0.2106
675.31,640.0,0.12,42.74,0.2035
675.31,645.0,0.12,38.42,0.1967
675.31,648.0,0.12,35.91,0.1927
675.31,649.0,0.12,35.07,0.1911
675.31,650.0,0.12,34.23,0.1896
675.31,651.0,0.12,33.41,0.1884
675.31,652.0,0.12,32.58,0.1868
675.31,653.0,0.12,31.78,0.1858
675.31,654.0,0.12,30.97,0.1843
675.31,655.0,0.12,30.16,0.1829
675.31,656.0,0.12,29.38,0.1813
675.31,657.0,0.12,28.57,0.1799
675.31,658.0,0.12,27.79,0.1787
675.31,659.0,0.12,26.98,0.1772
675.31,660.0,0.12,26.21,0.1757
675.31,661.0,0.12,25.45,0.1742
675.31,662.0,0.12,24.7,0.173
675.31,663.0,0.12,23.95,0.1717
675.31,664.0,0.12,23.2,0.1703
675.31,665.0,0.12,22.45,0.1685
675.31,666.0,0.12,21.73,0.1675
675.31,667.0,0.12,21.02,0.1662
675.31,668.0,0.12,20.28,0.1646
675.31,669.0,0.12,19.61,0.1636
675.31,670.0,0.12,18.89,0.162
675.31,671.0,0.12,18.23,0.1607
675.31,672.0,0.12,17.55,0.1592
675.31,673.0,0.12,16.88,0.158
675.31,674.0,0.12,16.2,0.1562
675.31,675.0,0.12,15.55,0.1549
675.31,676.0,0.12,14.93,0.1536
675.31,677.0,0.12,14.31,0.1524
675.31,678.0,0.12,13.71,0.1511
675.31,679.0,0.12,13.12,0.1499
675.31,680.0,0.12,12.54,0.1487
675.31,681.0,0.12,11.97,0.1475
675.31,682.0,0.12,11.42,0.1464
675.31,683.0,0.12,10.89,0.1451
675.31,684.0,0.12,10.37,0.144
675.31,685.0,0.12,9.86,0.1429
675.31,686.0,0.12,9.37,0.1418
675.31,687.0,0.12,8.89,0.1408
675.31,688.0,0.12,8.43,0.1397
675.31,689.0,0.12,7.99,0.1387
675.31,690.0,0.12,7.56,0.1377
675.31,691.0,0.12,7.14,0.1368
675.31,692.0,0.12,6.74,0.1359
675.31,693.0,0.12,6.36,0.135
675.31,694.0,0.12,6.0,0.1342
675.31,695.0,0.12,5.64,0.1334
675.31,696.0,0.12,5.31,0.1326
675.31,697.0,0.12,4.99,0.1319
675.31,698.0,0.12,4.69,0.1312
675.31,699.0,0.12,4.4,0.1305
675.31,700.0,0.12,4.12,0.1299
675.31,701.0,0.12,3.87,0.1293
675.31,702.0,0.12,3.62,0.1287
675.31,703.0,0.12,3.38,0.1283
675.31,704.0,0.12,3.17,0.1278
675.31,705.0,0.12,2.96,0.1273
675.31,706.0,0.12,2.76,0.1269
675.31,707.0,0.12,2.58,0.1265
675.31,708.0,0.12,2.41,0.1262
675.31,709.0,0.12,2.25,0.1259
675.31,710.0,0.12,2.09,0.1256
675.31,715.0,0.12,1.48,0.1248
675.31,720.0,0.12,1.04,0.1246
675.31,725.0,0.12,0.73,0.1253
675.31,730.0,0.12,0.53,0.1263
675.31,735.0,0.12,0.39,0.1282
675.31,740.0,0.12,0.28,0.1295
675.31,745.0,0.12,0.21,0.1317
675.31,750.0,0.12,0.15,0.1341
675.31,755.0,0.12,0.11,0.1366
675.31,760.0,0.12,0.1,0.1401
675.31,765.0,0.12,0.08,0.1434
675.31,770.0,0.12,0.07,0.1477
675.31,775.0,0.12,0.06,0.1514
675.31,780.0,0.12,0.04,0.1542
675.31,785.0,0.12,0.04,0.1604
675.31,790.0,0.12,0.04,0.1624
675.31,210.0,0.15,466.07,0.0
675.31,215.0,0.15,461.01,0.0
675.31,220.0,0.15,456.09,0.0
675.31,225.0,0.15,451.22,0.0
675.31,230.0,0.15,446.13,0.0
675.31,235.0,0.15,441.17,0.0
675.31,240.0,0.15,436.2,0.0
675.31,245.0,0.15,431.22,0.0
675.31,250.0,0.15,426.29,0.0
675.31,255.0,0.15,421.23,0.0
675.31,260.0,0.15,416.26,0.0
675.31,265.0,0.15,411.29,0.0
675.31,270.0,0.15,406.27,0.0
675.31,275.0,0.15,401.38,0.0
675.31,280.0,0.15,396.34,0.0
675.31,285.0,0.15,391.35,0.0
675.31,290.0,0.15,386.39,0.0
675.31,295.0,0.15,381.44,0.0
675.31,300.0,0.15,376.52,0.0
675.31,305.0,0.15,371.47,0.0
675.31,310.0,0.15,366.58,0.0
675.31,315.0,0.15,361.49,0.0
675.31,320.0,0.15,356.52,0.0
675.31,325.0,0.15,351.52,0.0
675.31,330.0,0.15,346.6,0.0
675.31,335.0,0.15,341.6,0.0
675.31,340.0,0.15,336.72,0.0
675.31,345.0,0.15,331.75,0.0
675.31,350.0,0.15,326.77,0.5292
675.31,355.0,0.15,321.81,0.5507
675.31,360.0,0.15,316.76,0.0
675.31,365.0,0.15,311.76,0.0
675.31,370.0,0.15,306.73,0.0
675.31,375.0,0.15,301.95,0.5652
675.31,380.0,0.15,296.9,0.5107
675.31,385.0,0.15,291.81,0.0
675.31,390.0,0.15,286.87,0.0
675.31,395.0,0.15,281.98,0.4952
675.31,400.0,0.15,277.01,0.4911
675.31,405.0,0.15,272.17,0.5341
675.31,410.0,0.15,267.22,0.5254
675.31,415.0,0.15,262.15,0.4916
675.31,420.0,0.15,257.21,0.487
675.31,425.0,0.15,252.3,0.4897
675.31,430.0,0.15,247.37,0.4856
675.31,435.0,0.15,242.5,0.4928
675.31,440.0,0.15,237.49,0.4729
675.31,445.0,0.15,232.56,0.4673
675.31,450.0,0.15,227.7,0.4711
675.31,455.0,0.15,222.75,0.4602
675.31,460.0,0.15,217.77,0.4482
675.31,465.0,0.15,212.84,0.4412
675.31,470.0,0.15,207.94,0.4368
675.31,475.0,0.15,203.06,0.4342
675.31,480.0,0.15,198.05,0.4184
675.31,485.0,0.15,193.12,0.4106
675.31,490.0,0.15,188.24,0.4076
675.31,495.0,0.15,183.33,0.4013
675.31,500.0,0.15,178.32,0.3865
675.31,505.0,0.15,173.49,0.3853
675.31,510.0,0.15,168.53,0.3744
675.31,515.0,0.15,163.67,0.3703
675.31,520.0,0.15,158.75,0.3622
675.31,525.0,0.15,153.85,0.3545
675.31,530.0,0.15,148.93,0.3458
675.31,535.0,0.15,144.08,0.3409
675.31,540.0,0.15,139.22,0.3345
675.31,545.0,0.15,134.35,0.3274
675.31,550.0,0.15,129.47,0.3199
675.31,555.0,0.15,124.6,0.3121
675.31,560.0,0.15,119.66,0.3014
675.31,565.0,0.15,114.92,0.2982
675.31,570.0,0.15,110.12,0.2921
675.31,575.0,0.15,105.31,0.2853
675.31,580.0,0.15,100.55,0.2791
675.31,585.0,0.15,95.84,0.2738
675.31,590.0,0.15,91.0,0.2649
675.31,595.0,0.15,86.28,0.2585
675.31,600.0,0.15,81.64,0.2532
675.31,605.0,0.15,76.91,0.2453
675.31,610.0,0.15,72.31,0.2393
675.31,615.0,0.15,67.72,0.233
675.31,620.0,0.15,63.19,0.2268
675.31,625.0,0.15,58.72,0.2206
675.31,630.0,0.15,54.29,0.2146
675.31,635.0,0.15,49.93,0.2086
675.31,640.0,0.15,45.65,0.2023
675.31,645.0,0.15,41.45,0.1961
675.31,650.0,0.15,37.36,0.19
675.31,655.0,0.15,33.36,0.1836
675.31,660.0,0.15,29.51,0.1778
675.31,665.0,0.15,25.82,0.1717
675.31,670.0,0.15,22.29,0.1657
675.31,675.0,0.15,18.95,0.1597
675.31,680.0,0.15,15.89,0.1542
675.31,685.0,0.15,13.1,0.149
675.31,690.0,0.15,10.62,0.1444
675.31,695.0,0.15,8.46,0.1404
675.31,700.0,0.15,6.62,0.1369
675.31,705.0,0.15,5.12,0.134
675.31,710.0,0.15,3.91,0.132
675.31,715.0,0.15,2.96,0.1304
675.31,720.0,0.15,2.23,0.1295
675.31,725.0,0.15,1.67,0.1291
675.31,730.0,0.15,1.25,0.1291
675.31,735.0,0.15,0.94,0.1296
675.31,740.0,0.15,0.71,0.1306
675.31,745.0,0.15,0.54,0.1312
675.31,750.0,0.15,0.41,0.1322
675.31,755.0,0.15,0.3,0.1334
675.31,760.0,0.15,0.23,0.1349
675.31,765.0,0.15,0.18,0.1372
675.31,770.0,0.15,0.15,0.1391
675.31,775.0,0.15,0.11,0.1411
675.31,780.0,0.15,0.1,0.1437
675.31,785.0,0.15,0.08,0.1453
675.31,790.0,0.15,0.07,0.1486
675.31,795.0,0.15,0.07,0.154
675.31,800.0,0.15,0.06,0.1567
675.31,805.0,0.15,0.04,0.1587
675.31,810.0,0.15,0.04,0.1638
675.31,815.0,0.15,0.04,0.1649
675.31,820.0,0.15,0.04,0.1698
675.31,825.0,0.15,0.04,0.1747
675.31,830.0,0.15,0.04,0.1796
675.31,835.0,0.15,0.04,0.1844
675.31,840.0,0.15,0.03,0.1835
675.31,415.0,0.19,262.84,0.4328
675.31,420.0,0.19,257.94,0.4394
675.31,425.0,0.19,253.03,0.4396
675.31,430.0,0.19,248.14,0.4417
675.31,435.0,0.19,243.22,0.4374
675.31,440.0,0.19,238.23,0.4219
675.31,445.0,0.19,233.33,0.4204
675.31,450.0,0.19,228.43,0.4173
675.31,455.0,0.19,223.54,0.4158
675.31,460.0,0.19,218.59,0.4069
675.31,465.0,0.19,213.64,0.3976
675.31,470.0,0.19,208.77,0.3957
675.31,475.0,0.19,203.9,0.3929
675.31,480.0,0.19,198.91,0.3804
675.31,485.0,0.19,194.06,0.3786
675.31,490.0,0.19,189.18,0.3745
675.31,495.0,0.19,184.17,0.3606
675.31,500.0,0.19,179.36,0.3604
675.31,505.0,0.19,174.47,0.3544
675.31,510.0,0.19,169.57,0.3475
675.31,515.0,0.19,164.66,0.3399
675.31,520.0,0.19,159.8,0.3348
675.31,525.0,0.19,154.92,0.3283
675.31,530.0,0.19,150.05,0.3218
675.31,535.0,0.19,145.24,0.318
675.31,540.0,0.19,140.33,0.3096
675.31,545.0,0.19,135.51,0.3046
675.31,550.0,0.19,130.65,0.2974
675.31,555.0,0.19,125.89,0.2935
675.31,560.0,0.19,121.12,0.2888
675.31,565.0,0.19,116.33,0.2827
675.31,570.0,0.19,111.48,0.275
675.31,572.0,0.19,109.59,0.273
675.31,573.0,0.19,108.64,0.272
675.31,574.0,0.19,107.71,0.2712
675.31,575.0,0.19,106.76,0.27
675.31,576.0,0.19,105.82,0.2691
675.31,577.0,0.19,104.88,0.2682
675.31,578.0,0.19,103.96,0.2677
675.31,579.0,0.19,102.98,0.2658
675.31,580.0,0.19,102.08,0.2656
675.31,581.0,0.19,101.14,0.2645
675.31,582.0,0.19,100.18,0.2631
675.31,583.0,0.19,99.27,0.2625
675.31,584.0,0.19,98.33,0.2615
675.31,585.0,0.19,97.4,0.2606
675.31,586.0,0.19,96.46,0.2594
675.31,587.0,0.19,95.52,0.2583
675.31,588.0,0.19,94.57,0.2569
675.31,589.0,0.19,93.66,0.2564
675.31,590.0,0.19,92.72,0.255
675.31,591.0,0.19,91.81,0.2543
675.31,592.0,0.19,90.87,0.253
675.31,593.0,0.19,89.97,0.2525
675.31,594.0,0.19,89.13,0.2532
675.31,595.0,0.19,88.2,0.252
675.31,596.0,0.19,87.28,0.251
675.31,597.0,0.19,86.36,0.2499
675.31,598.0,0.19,85.44,0.2487
675.31,599.0,0.19,84.5,0.2472
675.31,600.0,0.19,83.58,0.2464
675.31,601.0,0.19,82.67,0.2452
675.31,602.0,0.19,81.75,0.2439
675.31,603.0,0.19,80.83,0.2431
675.31,604.0,0.19,79.92,0.242
675.31,605.0,0.19,79.0,0.2407
675.31,606.0,0.19,78.09,0.2396
675.31,607.0,0.19,77.18,0.2384
675.31,608.0,0.19,76.27,0.2373
675.31,609.0,0.19,75.36,0.2361
675.31,610.0,0.19,74.43,0.2348
675.31,611.0,0.19,73.55,0.2339
675.31,612.0,0.19,72.65,0.2327
675.31,613.0,0.19,71.75,0.2318
675.31,614.0,0.19,70.84,0.2305
675.31,615.0,0.19,69.94,0.2294
675.31,616.0,0.19,69.06,0.2283
675.31,617.0,0.19,68.16,0.2272
675.31,618.0,0.19,67.27,0.2261
675.31,619.0,0.19,66.35,0.2246
675.31,620.0,0.19,65.5,0.2238
675.31,621.0,0.19,64.6,0.2227
675.31,622.0,0.19,63.72,0.2216
675.31,623.0,0.19,62.84,0.2204
675.31,624.0,0.19,61.95,0.2193
675.31,625.0,0.19,61.08,0.2182
675.31,626.0,0.19,60.2,0.2171
675.31,627.0,0.19,59.33,0.2159
675.31,628.0,0.19,58.47,0.2149
675.31,629.0,0.19,57.59,0.2137
675.31,630.0,0.19,56.73,0.2125
675.31,631.0,0.19,55.87,0.2113
675.31,632.0,0.19,55.01,0.2103
675.31,633.0,0.19,54.16,0.2093
675.31,634.0,0.19,53.3,0.2082
675.31,635.0,0.19,52.45,0.2071
675.31,636.0,0.19,51.59,0.2056
675.31,637.0,0.19,50.76,0.2048
675.31,638.0,0.19,49.91,0.2036
675.31,639.0,0.19,49.08,0.2024
675.31,640.0,0.19,48.24,0.2014
675.31,641.0,0.19,47.42,0.2003
675.31,642.0,0.19,46.58,0.199
675.31,643.0,0.19,45.75,0.1979
675.31,644.0,0.19,44.94,0.1969
675.31,645.0,0.19,44.11,0.1956
675.31,646.0,0.19,43.3,0.1946
675.31,647.0,0.19,42.49,0.1936
675.31,648.0,0.19,41.67,0.1926
675.31,649.0,0.19,40.88,0.1913
675.31,650.0,0.19,40.08,0.19
675.31,651.0,0.19,39.28,0.189
675.31,652.0,0.19,38.51,0.1878
675.31,653.0,0.19,37.72,0.1868
675.31,654.0,0.19,36.93,0.1859
675.31,655.0,0.19,36.15,0.1846
675.31,656.0,0.19,35.38,0.1835
675.31,657.0,0.19,34.62,0.1824
675.31,658.0,0.19,33.86,0.1811
675.31,659.0,0.19,33.11,0.1802
675.31,660.0,0.19,32.36,0.1789
675.31,661.0,0.19,31.59,0.1779
675.31,662.0,0.19,30.88,0.1768
675.31,663.0,0.19,30.13,0.1757
675.31,664.0,0.19,29.41,0.1746
675.31,665.0,0.19,28.7,0.1734
675.31,666.0,0.19,27.98,0.1725
675.31,667.0,0.19,27.27,0.1714
675.31,668.0,0.19,26.58,0.1704
675.31,669.0,0.19,25.88,0.1693
675.31,670.0,0.19,25.18,0.168
675.31,671.0,0.19,24.52,0.1672
675.31,672.0,0.19,23.84,0.1662
675.31,673.0,0.19,23.18,0.1651
675.31,674.0,0.19,22.53,0.1641
675.31,675.0,0.19,21.86,0.1628
675.31,676.0,0.19,21.2,0.1615
675.31,677.0,0.19,20.56,0.1605
675.31,678.0,0.19,19.95,0.1595
675.31,679.0,0.19,19.33,0.1585
675.31,680.0,0.19,18.73,0.1575
675.31,681.0,0.19,18.13,0.1565
675.31,682.0,0.19,17.55,0.1556
675.31,683.0,0.19,16.98,0.1546
675.31,684.0,0.19,16.41,0.1537
675.31,685.0,0.19,15.86,0.1528
675.31,686.0,0.19,15.31,0.1519
675.31,687.0,0.19,14.79,0.151
675.31,688.0,0.19,14.26,0.1501
675.31,689.0,0.19,13.75,0.1492
675.31,690.0,0.19,13.25,0.1484
675.31,691.0,0.19,12.76,0.1475
675.31,692.0,0.19,12.29,0.1467
675.31,693.0,0.19,11.81,0.1459
675.31,694.0,0.19,11.36,0.1451
675.31,695.0,0.19,10.92,0.1444
675.31,696.0,0.19,10.49,0.1436
675.31,697.0,0.19,10.06,0.1429
675.31,698.0,0.19,9.66,0.1422
675.31,699.0,0.19,9.26,0.1415
675.31,700.0,0.19,8.88,0.1408
675.31,701.0,0.19,8.5,0.1401
675.31,702.0,0.19,8.14,0.1395
675.31,703.0,0.19,7.79,0.1389
675.31,704.0,0.19,7.45,0.1383
675.31,705.0,0.19,7.13,0.1377
675.31,706.0,0.19,6.81,0.1372
675.31,707.0,0.19,6.51,0.1366
675.31,708.0,0.19,6.21,0.1361
675.31,709.0,0.19,5.93,0.1356
675.31,710.0,0.19,5.66,0.1352
675.31,711.0,0.19,5.4,0.1348
675.31,712.0,0.19,5.15,0.1343
675.31,713.0,0.19,4.9,0.1339
675.31,714.0,0.19,4.68,0.1336
675.31,715.0,0.19,4.46,0.1332
675.31,716.0,0.19,4.25,0.1328
675.31,717.0,0.19,4.04,0.1326
675.31,718.0,0.19,3.84,0.1323
675.31,719.0,0.19,3.66,0.1319
675.31,720.0,0.19,3.48,0.1317
675.31,721.0,0.19,3.31,0.1315
675.31,722.0,0.19,3.15,0.1312
675.31,723.0,0.19,3.0,0.1311
