S0,K,T,P_mkt,iv_market
675.31,582.0,0.11,1.58,0.2893
675.31,583.0,0.11,1.6,0.2879
675.31,584.0,0.11,1.63,0.2863
675.31,585.0,0.11,1.67,0.2847
675.31,586.0,0.11,1.69,0.2832
675.31,587.0,0.11,1.73,0.2816
675.31,588.0,0.11,1.75,0.28
675.31,589.0,0.11,1.79,0.2786
675.31,590.0,0.11,1.81,0.2769
675.31,591.0,0.11,1.85,0.2755
675.31,592.0,0.11,1.88,0.2739
675.31,593.0,0.11,1.92,0.2725
675.31,594.0,0.11,1.96,0.2709
675.31,595.0,0.11,2.0,0.2694
675.31,596.0,0.11,2.03,0.2679
675.31,597.0,0.11,2.07,0.2664
675.31,598.0,0.11,2.11,0.2647
675.31,599.0,0.11,2.15,0.2634
675.31,600.0,0.11,2.2,0.2618
675.31,601.0,0.11,2.24,0.2604
675.31,602.0,0.11,2.28,0.2589
675.31,603.0,0.11,2.33,0.2573
675.31,604.0,0.11,2.38,0.2558
675.31,605.0,0.11,2.42,0.2544
675.31,606.0,0.11,2.47,0.253
675.31,607.0,0.11,2.52,0.2515
675.31,608.0,0.11,2.58,0.25
675.31,609.0,0.11,2.63,0.2485
675.31,610.0,0.11,2.68,0.247
675.31,611.0,0.11,2.74,0.2454
675.31,612.0,0.11,2.8,0.2441
675.31,613.0,0.11,2.86,0.2427
675.31,614.0,0.11,2.92,0.2412
675.31,615.0,0.11,2.99,0.2398
675.31,616.0,0.11,3.05,0.2383
675.31,617.0,0.11,3.12,0.2368
675.31,618.0,0.11,3.19,0.2354
675.31,619.0,0.11,3.25,0.234
675.31,620.0,0.11,3.33,0.2325
675.31,621.0,0.11,3.4,0.231
675.31,622.0,0.11,3.48,0.2296
675.31,623.0,0.11,3.55,0.2282
675.31,624.0,0.11,3.63,0.2267
675.31,625.0,0.11,3.72,0.2253
675.31,626.0,0.11,3.8,0.2238
675.31,627.0,0.11,3.9,0.2225
675.31,628.0,0.11,3.99,0.221
675.31,629.0,0.11,4.07,0.2196
675.31,630.0,0.11,4.17,0.2182
675.31,631.0,0.11,4.27,0.2168
675.31,632.0,0.11,4.37,0.2153
675.31,633.0,0.11,4.47,0.2138
675.31,634.0,0.11,4.57,0.2125
675.31,635.0,0.11,4.69,0.211
675.31,636.0,0.11,4.8,0.2096
675.31,637.0,0.11,4.92,0.2082
675.31,638.0,0.11,5.04,0.2068
675.31,639.0,0.11,5.17,0.2053
675.31,640.0,0.11,5.29,0.2039
675.31,641.0,0.11,5.42,0.2025
675.31,642.0,0.11,5.55,0.201
675.31,643.0,0.11,5.7,0.1996
675.31,644.0,0.11,5.83,0.1982
675.31,645.0,0.11,5.98,0.1968
675.31,646.0,0.11,6.13,0.1954
675.31,647.0,0.11,6.29,0.194
675.31,648.0,0.11,6.45,0.1925
675.31,649.0,0.11,6.62,0.1911
675.31,650.0,0.11,6.78,0.1896
675.31,651.0,0.11,6.96,0.1882
675.31,652.0,0.11,7.13,0.1868
675.31,653.0,0.11,7.32,0.1853
675.31,654.0,0.11,7.51,0.1839
675.31,655.0,0.11,7.71,0.1825
675.31,656.0,0.11,7.91,0.181
675.31,657.0,0.11,8.11,0.1796
675.31,658.0,0.11,8.32,0.1781
675.31,659.0,0.11,8.55,0.1766
675.31,660.0,0.11,8.77,0.1752
675.31,661.0,0.11,9.01,0.1737
675.31,662.0,0.11,9.25,0.1723
675.31,663.0,0.11,9.5,0.1708
675.31,664.0,0.11,9.75,0.1694
675.31,665.0,0.11,10.02,0.1679
675.31,666.0,0.11,10.29,0.1666
675.31,667.0,0.11,10.57,0.1651
675.31,668.0,0.11,10.87,0.1636
675.31,669.0,0.11,11.17,0.1623
675.31,670.0,0.11,11.48,0.1608
675.31,671.0,0.11,11.81,0.1595
675.31,672.0,0.11,12.14,0.1581
675.31,673.0,0.11,12.49,0.1567
675.31,674.0,0.11,12.84,0.1553
675.31,675.0,0.11,13.22,0.154
675.31,676.0,0.11,13.59,0.1527
675.31,677.0,0.11,13.99,0.1514
675.31,678.0,0.11,14.39,0.1501
675.31,679.0,0.11,14.82,0.1488
675.31,680.0,0.11,15.25,0.1476
675.31,681.0,0.11,15.75,0.1466
675.31,682.0,0.11,16.17,0.145
675.31,683.0,0.11,16.65,0.1438
675.31,684.0,0.11,17.16,0.1428
675.31,685.0,0.11,17.62,0.1412
675.31,686.0,0.11,18.2,0.1405
675.31,687.0,0.11,18.74,0.1393
675.31,688.0,0.11,19.32,0.1387
675.31,689.0,0.11,19.87,0.1373
675.31,690.0,0.11,20.46,0.1364
675.31,691.0,0.11,21.06,0.1353
675.31,692.0,0.11,21.68,0.1343
675.31,693.0,0.11,22.33,0.1333
675.31,694.0,0.11,22.98,0.1324
675.31,695.0,0.11,23.66,0.1318
675.31,696.0,0.11,24.34,0.1309
675.31,697.0,0.11,25.04,0.1301
675.31,698.0,0.11,25.76,0.1293
675.31,699.0,0.11,26.49,0.1285
675.31,700.0,0.11,27.3,0.1289
675.31,701.0,0.11,28.0,0.1272
675.31,702.0,0.11,28.78,0.1265
675.31,703.0,0.11,29.56,0.1259
675.31,704.0,0.11,30.36,0.1252
675.31,705.0,0.11,31.2,0.125
675.31,706.0,0.11,32.01,0.1243
675.31,707.0,0.11,32.85,0.1238
675.31,708.0,0.11,33.7,0.1234
675.31,709.0,0.11,34.56,0.1229
675.31,710.0,0.11,35.74,0.1295
675.31,715.0,0.11,40.3,0.1315
675.31,720.0,0.11,45.07,0.1367
675.31,725.0,0.11,49.84,0.1394
675.31,730.0,0.11,54.84,0.15
675.31,735.0,0.11,59.84,0.1597
675.31,740.0,0.11,64.8,0.1668
675.31,745.0,0.11,69.83,0.1798
675.31,750.0,0.11,74.83,0.1902
675.31,755.0,0.11,79.83,0.2
675.31,760.0,0.11,84.83,0.2098
675.31,765.0,0.11,89.83,0.2194
675.31,770.0,0.11,94.83,0.2288
675.31,775.0,0.11,99.83,0.2382
675.31,780.0,0.11,104.84,0.2479
675.31,785.0,0.11,109.79,0.252
675.31,790.0,0.11,114.83,0.2652
675.31,400.0,0.12,0.17,0.5993
675.31,405.0,0.12,0.18,0.5903
675.31,410.0,0.12,0.2,0.5807
675.31,415.0,0.12,0.21,0.5711
675.31,420.0,0.12,0.21,0.5609
675.31,425.0,0.12,0.23,0.5539
675.31,430.0,0.12,0.24,0.5438
675.31,435.0,0.12,0.27,0.5363
675.31,440.0,0.12,0.28,0.526
675.31,445.0,0.12,0.29,0.5179
675.31,450.0,0.12,0.32,0.5096
675.31,455.0,0.12,0.34,0.5014
675.31,460.0,0.12,0.35,0.4927
675.31,465.0,0.12,0.38,0.4835
675.31,470.0,0.12,0.4,0.4744
675.31,475.0,0.12,0.41,0.4652
675.31,480.0,0.12,0.45,0.4573
675.31,485.0,0.12,0.47,0.4494
675.31,490.0,0.12,0.5,0.4404
675.31,495.0,0.12,0.53,0.4318
675.31,500.0,0.12,0.56,0.4236
675.31,505.0,0.12,0.59,0.4143
675.31,510.0,0.12,0.64,0.4064
675.31,515.0,0.12,0.68,0.3979
675.31,520.0,0.12,0.71,0.3893
675.31,525.0,0.12,0.76,0.3801
675.31,530.0,0.12,0.81,0.3722
675.31,535.0,0.12,0.85,0.3636
675.31,540.0,0.12,0.91,0.3545
675.31,545.0,0.12,0.96,0.3464
675.31,550.0,0.12,1.03,0.3381
675.31,555.0,0.12,1.1,0.3296
675.31,560.0,0.12,1.18,0.3214
675.31,565.0,0.12,1.27,0.3133
675.31,570.0,0.12,1.37,0.3055
675.31,575.0,0.12,1.48,0.2974
675.31,580.0,0.12,1.6,0.2897
675.31,585.0,0.12,1.75,0.2821
675.31,590.0,0.12,1.91,0.2745
675.31,595.0,0.12,2.09,0.2671
675.31,600.0,0.12,2.3,0.2597
675.31,605.0,0.12,2.54,0.2525
675.31,610.0,0.12,2.8,0.2453
675.31,615.0,0.12,3.12,0.2382
675.31,620.0,0.12,3.46,0.231
675.31,625.0,0.12,3.87,0.2241
675.31,630.0,0.12,4.33,0.217
675.31,635.0,0.12,4.87,0.2101
675.31,640.0,0.12,5.48,0.2032
675.31,645.0,0.12,6.19,0.1963
675.31,648.0,0.12,6.66,0.1922
675.31,649.0,0.12,6.83,0.1908
675.31,650.0,0.12,6.99,0.1893
675.31,651.0,0.12,7.18,0.1879
675.31,652.0,0.12,7.36,0.1865
675.31,653.0,0.12,7.54,0.1852
675.31,654.0,0.12,7.73,0.1838
675.31,655.0,0.12,7.94,0.1824
675.31,656.0,0.12,8.13,0.181
675.31,657.0,0.12,8.34,0.1796
675.31,658.0,0.12,8.56,0.1782
675.31,659.0,0.12,8.78,0.1767
675.31,660.0,0.12,9.02,0.1754
675.31,661.0,0.12,9.25,0.174
675.31,662.0,0.12,9.5,0.1726
675.31,663.0,0.12,9.75,0.1712
675.31,664.0,0.12,10.0,0.1698
675.31,665.0,0.12,10.28,0.1684
675.31,666.0,0.12,10.54,0.167
675.31,667.0,0.12,10.84,0.1657
675.31,668.0,0.12,11.13,0.1643
675.31,669.0,0.12,11.44,0.163
675.31,670.0,0.12,11.75,0.1616
675.31,671.0,0.12,12.07,0.1602
675.31,672.0,0.12,12.4,0.1588
675.31,673.0,0.12,12.75,0.1576
675.31,674.0,0.12,13.11,0.1563
675.31,675.0,0.12,13.48,0.155
675.31,676.0,0.12,13.87,0.1537
675.31,677.0,0.12,14.26,0.1524
675.31,678.0,0.12,14.66,0.1512
675.31,679.0,0.12,15.09,0.15
675.31,680.0,0.12,15.52,0.1488
675.31,681.0,0.12,15.97,0.1476
675.31,682.0,0.12,16.46,0.1467
675.31,683.0,0.12,16.94,0.1456
675.31,684.0,0.12,17.44,0.1446
675.31,685.0,0.12,17.95,0.1434
675.31,686.0,0.12,18.46,0.1422
675.31,687.0,0.12,19.0,0.1413
675.31,688.0,0.12,19.55,0.1402
675.31,689.0,0.12,20.12,0.1392
675.31,690.0,0.12,20.7,0.1385
675.31,691.0,0.12,21.31,0.1374
675.31,692.0,0.12,21.93,0.1366
675.31,693.0,0.12,22.57,0.1355
675.31,694.0,0.12,23.22,0.1349
675.31,695.0,0.12,23.88,0.1342
675.31,696.0,0.12,24.56,0.1336
675.31,697.0,0.12,25.27,0.1328
675.31,698.0,0.12,25.98,0.1322
675.31,699.0,0.12,26.7,0.1315
675.31,700.0,0.12,27.44,0.1309
675.31,701.0,0.12,28.2,0.1304
675.31,702.0,0.12,28.98,0.1299
675.31,703.0,0.12,29.75,0.1295
675.31,704.0,0.12,30.55,0.1291
675.31,705.0,0.12,31.36,0.1286
675.31,706.0,0.12,32.19,0.1284
675.31,707.0,0.12,33.02,0.128
675.31,708.0,0.12,33.87,0.1277
675.31,709.0,0.12,34.71,0.1271
675.31,710.0,0.12,35.57,0.1267
675.31,715.0,0.12,40.23,0.1308
675.31,720.0,0.12,44.97,0.135
675.31,725.0,0.12,49.77,0.1359
675.31,730.0,0.12,54.72,0.1424
675.31,735.0,0.12,59.72,0.1524
675.31,740.0,0.12,64.77,0.1657
675.31,745.0,0.12,69.78,0.1768
675.31,750.0,0.12,74.69,0.0
675.31,755.0,0.12,79.69,0.0
675.31,760.0,0.12,84.73,0.2012
675.31,765.0,0.12,89.69,0.0
675.31,770.0,0.12,94.69,0.0
675.31,775.0,0.12,99.73,0.2279
675.31,780.0,0.12,104.73,0.2374
675.31,785.0,0.12,109.73,0.2455
675.31,790.0,0.12,114.69,0.0
675.31,210.0,0.15,0.03,0.9315
675.31,215.0,0.15,0.03,0.9134
675.31,220.0,0.15,0.04,0.9197
675.31,225.0,0.15,0.04,0.9018
675.31,230.0,0.15,0.04,0.8845
675.31,235.0,0.15,0.04,0.8856
675.31,240.0,0.15,0.04,0.8686
675.31,245.0,0.15,0.04,0.8523
675.31,250.0,0.15,0.06,0.8504
675.31,255.0,0.15,0.06,0.8343
675.31,260.0,0.15,0.06,0.8184
675.31,265.0,0.15,0.07,0.8147
675.31,270.0,0.15,0.07,0.7992
675.31,275.0,0.15,0.07,0.7841
675.31,280.0,0.15,0.08,0.7788
675.31,285.0,0.15,0.08,0.764
675.31,290.0,0.15,0.08,0.7581
675.31,295.0,0.15,0.08,0.7437
675.31,300.0,0.15,0.1,0.7373
675.31,305.0,0.15,0.11,0.7302
675.31,310.0,0.15,0.11,0.7225
675.31,315.0,0.15,0.11,0.7086
675.31,320.0,0.15,0.12,0.7006
675.31,325.0,0.15,0.14,0.6924
675.31,330.0,0.15,0.15,0.6839
675.31,335.0,0.15,0.15,0.6752
675.31,340.0,0.15,0.17,0.6663
675.31,345.0,0.15,0.17,0.6572
675.31,350.0,0.15,0.18,0.648
675.31,355.0,0.15,0.2,0.6388
675.31,360.0,0.15,0.21,0.6294
675.31,365.0,0.15,0.21,0.6199
675.31,370.0,0.15,0.23,0.6104
675.31,375.0,0.15,0.24,0.6038
675.31,380.0,0.15,0.26,0.5941
675.31,385.0,0.15,0.28,0.5869
675.31,390.0,0.15,0.29,0.5771
675.31,395.0,0.15,0.3,0.5695
675.31,400.0,0.15,0.33,0.5617
675.31,405.0,0.15,0.34,0.5517
675.31,410.0,0.15,0.35,0.5437
675.31,415.0,0.15,0.38,0.5355
675.31,420.0,0.15,0.4,0.5271
675.31,425.0,0.15,0.41,0.5184
675.31,430.0,0.15,0.44,0.5109
675.31,435.0,0.15,0.46,0.5026
675.31,440.0,0.15,0.48,0.4941
675.31,445.0,0.15,0.52,0.4865
675.31,450.0,0.15,0.55,0.4787
675.31,455.0,0.15,0.57,0.4708
675.31,460.0,0.15,0.6,0.4627
675.31,465.0,0.15,0.64,0.4542
675.31,470.0,0.15,0.67,0.4458
675.31,475.0,0.15,0.7,0.4386
675.31,480.0,0.15,0.73,0.43
675.31,485.0,0.15,0.78,0.4218
675.31,490.0,0.15,0.81,0.4138
675.31,495.0,0.15,0.86,0.4067
675.31,500.0,0.15,0.91,0.3981
675.31,505.0,0.15,0.95,0.3904
675.31,510.0,0.15,1.0,0.3824
675.31,515.0,0.15,1.06,0.3752
675.31,520.0,0.15,1.12,0.367
675.31,525.0,0.15,1.19,0.3595
675.31,530.0,0.15,1.25,0.3519
675.31,535.0,0.15,1.33,0.3439
675.31,540.0,0.15,1.4,0.3363
675.31,545.0,0.15,1.5,0.3291
675.31,550.0,0.15,1.59,0.3217
675.31,555.0,0.15,1.69,0.3143
675.31,560.0,0.15,1.81,0.3073
675.31,565.0,0.15,1.94,0.3002
675.31,570.0,0.15,2.09,0.2934
675.31,575.0,0.15,2.25,0.2865
675.31,580.0,0.15,2.43,0.2797
675.31,585.0,0.15,2.63,0.273
675.31,590.0,0.15,2.86,0.2664
675.31,595.0,0.15,3.1,0.2598
675.31,600.0,0.15,3.38,0.2533
675.31,605.0,0.15,3.7,0.247
675.31,610.0,0.15,4.04,0.2404
675.31,615.0,0.15,4.43,0.2341
675.31,620.0,0.15,4.87,0.2278
675.31,625.0,0.15,5.35,0.2214
675.31,630.0,0.15,5.89,0.215
675.31,635.0,0.15,6.51,0.2087
675.31,640.0,0.15,7.21,0.2024
675.31,645.0,0.15,8.0,0.1962
675.31,650.0,0.15,8.88,0.1899
675.31,655.0,0.15,9.89,0.1837
675.31,660.0,0.15,11.04,0.1774
675.31,665.0,0.15,12.36,0.1713
675.31,670.0,0.15,13.88,0.1653
675.31,675.0,0.15,15.62,0.1597
675.31,680.0,0.15,17.61,0.1541
675.31,685.0,0.15,19.93,0.1491
675.31,690.0,0.15,22.56,0.1445
675.31,695.0,0.15,25.53,0.1407
675.31,700.0,0.15,28.86,0.1374
675.31,705.0,0.15,32.52,0.1347
675.31,710.0,0.15,36.48,0.1327
675.31,715.0,0.15,40.69,0.1311
675.31,720.0,0.15,45.18,0.1313
675.31,725.0,0.15,49.84,0.1308
675.31,730.0,0.15,54.72,0.1324
675.31,735.0,0.15,59.69,0.0
675.31,740.0,0.15,64.68,0.0
675.31,745.0,0.15,69.67,0.0
675.31,750.0,0.15,74.67,0.0
675.31,755.0,0.15,79.69,0.0
675.31,760.0,0.15,84.8,0.1908
675.31,765.0,0.15,89.69,0.0
675.31,770.0,0.15,94.69,0.0
675.31,775.0,0.15,99.71,0.2081
675.31,780.0,0.15,104.72,0.2176
675.31,785.0,0.15,109.69,0.0
675.31,790.0,0.15,114.69,0.0
675.31,795.0,0.15,119.71,0.2394
675.31,800.0,0.15,124.75,0.2508
675.31,805.0,0.15,129.63,0.0
675.31,810.0,0.15,134.81,0.2719
675.31,815.0,0.15,139.73,0.2711
675.31,820.0,0.15,144.76,0.283
675.31,825.0,0.15,149.73,0.2857
675.31,830.0,0.15,154.73,0.293
675.31,835.0,0.15,159.79,0.3076
675.31,840.0,0.15,164.73,0.3072
675.31,415.0,0.19,0.56,0.5075
675.31,420.0,0.19,0.58,0.4993
675.31,425.0,0.19,0.61,0.4916
675.31,430.0,0.19,0.65,0.4839
675.31,435.0,0.19,0.68,0.4763
675.31,440.0,0.19,0.71,0.4693
675.31,445.0,0.19,0.74,0.4611
675.31,450.0,0.19,0.79,0.454
675.31,455.0,0.19,0.82,0.4466
675.31,460.0,0.19,0.86,0.4391
675.31,465.0,0.19,0.91,0.4315
675.31,470.0,0.19,0.94,0.4237
675.31,475.0,0.19,0.99,0.4165
675.31,480.0,0.19,1.04,0.4083
675.31,485.0,0.19,1.09,0.4015
675.31,490.0,0.19,1.15,0.3942
675.31,495.0,0.19,1.2,0.3868
675.31,500.0,0.19,1.26,0.3795
675.31,505.0,0.19,1.33,0.372
675.31,510.0,0.19,1.39,0.3648
675.31,515.0,0.19,1.46,0.3577
675.31,520.0,0.19,1.54,0.3508
675.31,525.0,0.19,1.62,0.3436
675.31,530.0,0.19,1.71,0.3366
675.31,535.0,0.19,1.81,0.3298
675.31,540.0,0.19,1.92,0.323
675.31,545.0,0.19,2.04,0.3163
675.31,550.0,0.19,2.17,0.3096
675.31,555.0,0.19,2.31,0.3033
675.31,560.0,0.19,2.47,0.2968
675.31,565.0,0.19,2.64,0.2905
675.31,570.0,0.19,2.83,0.2842
675.31,572.0,0.19,2.91,0.2818
675.31,573.0,0.19,2.95,0.2806
675.31,574.0,0.19,2.99,0.2793
675.31,575.0,0.19,3.04,0.2781
675.31,576.0,0.19,3.08,0.2769
675.31,577.0,0.19,3.12,0.2757
675.31,578.0,0.19,3.17,0.2745
675.31,579.0,0.19,3.21,0.2732
675.31,580.0,0.19,3.26,0.272
675.31,581.0,0.19,3.31,0.2709
675.31,582.0,0.19,3.37,0.2697
675.31,583.0,0.19,3.42,0.2684
675.31,584.0,0.19,3.46,0.2672
675.31,585.0,0.19,3.51,0.2659
675.31,586.0,0.19,3.57,0.2648
675.31,587.0,0.19,3.62,0.2636
675.31,588.0,0.19,3.68,0.2624
675.31,589.0,0.19,3.74,0.2612
675.31,590.0,0.19,3.79,0.2599
675.31,591.0,0.19,3.85,0.2589
675.31,592.0,0.19,3.92,0.2577
675.31,593.0,0.19,3.98,0.2565
675.31,594.0,0.19,4.04,0.2552
675.31,595.0,0.19,4.1,0.2542
675.31,596.0,0.19,4.17,0.2529
675.31,597.0,0.19,4.23,0.2518
675.31,598.0,0.19,4.29,0.2506
675.31,599.0,0.19,4.37,0.2494
675.31,600.0,0.19,4.44,0.2481
675.31,601.0,0.19,4.5,0.247
675.31,602.0,0.19,4.58,0.2459
675.31,603.0,0.19,4.65,0.2446
675.31,604.0,0.19,4.73,0.2435
675.31,605.0,0.19,4.8,0.2423
675.31,606.0,0.19,4.88,0.2411
675.31,607.0,0.19,4.96,0.2399
675.31,608.0,0.19,5.04,0.2388
675.31,609.0,0.19,5.13,0.2376
675.31,610.0,0.19,5.21,0.2364
675.31,611.0,0.19,5.3,0.2352
675.31,612.0,0.19,5.39,0.2341
675.31,613.0,0.19,5.48,0.2329
675.31,614.0,0.19,5.57,0.2317
675.31,615.0,0.19,5.67,0.2306
675.31,616.0,0.19,5.76,0.2294
675.31,617.0,0.19,5.86,0.2282
675.31,618.0,0.19,5.96,0.227
675.31,619.0,0.19,6.06,0.2258
675.31,620.0,0.19,6.17,0.2247
675.31,621.0,0.19,6.27,0.2235
675.31,622.0,0.19,6.38,0.2224
675.31,623.0,0.19,6.49,0.2212
675.31,624.0,0.19,6.61,0.2201
675.31,625.0,0.19,6.72,0.2189
675.31,626.0,0.19,6.84,0.2178
675.31,627.0,0.19,6.96,0.2166
675.31,628.0,0.19,7.08,0.2154
675.31,629.0,0.19,7.21,0.2143
675.31,630.0,0.19,7.33,0.2132
675.31,631.0,0.19,7.46,0.2119
675.31,632.0,0.19,7.6,0.2108
675.31,633.0,0.19,7.73,0.2096
675.31,634.0,0.19,7.88,0.2084
675.31,635.0,0.19,8.02,0.2073
675.31,636.0,0.19,8.17,0.2062
675.31,637.0,0.19,8.31,0.205
675.31,638.0,0.19,8.47,0.2039
675.31,639.0,0.19,8.62,0.2027
675.31,640.0,0.19,8.78,0.2016
675.31,641.0,0.19,8.95,0.2004
675.31,642.0,0.19,9.11,0.1993
675.31,643.0,0.19,9.28,0.1982
675.31,644.0,0.19,9.46,0.197
675.31,645.0,0.19,9.63,0.1959
675.31,646.0,0.19,9.82,0.1947
675.31,647.0,0.19,10.0,0.1935
675.31,648.0,0.19,10.2,0.1924
675.31,649.0,0.19,10.39,0.1913
675.31,650.0,0.19,10.59,0.1901
675.31,651.0,0.19,10.79,0.189
675.31,652.0,0.19,11.0,0.1878
675.31,653.0,0.19,11.21,0.1867
675.31,654.0,0.19,11.43,0.1856
675.31,655.0,0.19,11.66,0.1845
675.31,656.0,0.19,11.88,0.1833
675.31,657.0,0.19,12.12,0.1822
675.31,658.0,0.19,12.36,0.1811
675.31,659.0,0.19,12.59,0.1799
675.31,660.0,0.19,12.85,0.1788
675.31,661.0,0.19,13.11,0.1777
675.31,662.0,0.19,13.37,0.1765
675.31,663.0,0.19,13.64,0.1754
675.31,664.0,0.19,13.92,0.1743
675.31,665.0,0.19,14.2,0.1732
675.31,666.0,0.19,14.5,0.1721
675.31,667.0,0.19,14.79,0.171
675.31,668.0,0.19,15.1,0.17
675.31,669.0,0.19,15.41,0.1688
675.31,670.0,0.19,15.73,0.1678
675.31,671.0,0.19,16.06,0.1667
675.31,672.0,0.19,16.4,0.1657
675.31,673.0,0.19,16.75,0.1646
675.31,674.0,0.19,17.1,0.1636
675.31,675.0,0.19,17.47,0.1625
675.31,676.0,0.19,17.84,0.1615
675.31,677.0,0.19,18.23,0.1605
675.31,678.0,0.19,18.62,0.1595
675.31,679.0,0.19,19.02,0.1584
675.31,680.0,0.19,19.44,0.1575
675.31,681.0,0.19,19.86,0.1566
675.31,682.0,0.19,20.3,0.1555
675.31,683.0,0.19,20.74,0.1546
675.31,684.0,0.19,21.2,0.1537
675.31,685.0,0.19,21.68,0.1528
675.31,686.0,0.19,22.15,0.1518
675.31,687.0,0.19,22.67,0.1512
675.31,688.0,0.19,23.18,0.1502
675.31,689.0,0.19,23.7,0.1494
675.31,690.0,0.19,24.21,0.1485
675.31,691.0,0.19,24.76,0.1477
675.31,692.0,0.19,25.32,0.1468
675.31,693.0,0.19,25.88,0.146
675.31,694.0,0.19,26.46,0.1453
675.31,695.0,0.19,27.05,0.1445
675.31,696.0,0.19,27.65,0.1437
675.31,697.0,0.19,28.27,0.143
675.31,698.0,0.19,28.89,0.1424
675.31,699.0,0.19,29.54,0.1416
675.31,700.0,0.19,30.19,0.141
675.31,701.0,0.19,30.85,0.1405
675.31,702.0,0.19,31.54,0.1399
675.31,703.0,0.19,32.23,0.1395
675.31,704.0,0.19,32.94,0.1389
675.31,705.0,0.19,33.64,0.1383
675.31,706.0,0.19,34.38,0.1378
675.31,707.0,0.19,35.12,0.1374
675.31,708.0,0.19,35.88,0.1369
675.31,709.0,0.19,36.62,0.1363
675.31,710.0,0.19,37.41,0.1361
675.31,711.0,0.19,38.2,0.1357
675.31,712.0,0.19,38.98,0.1351
675.31,713.0,0.19,39.78,0.1347
675.31,714.0,0.19,40.6,0.1344
675.31,715.0,0.19,41.43,0.1342
675.31,716.0,0.19,42.28,0.134
675.31,717.0,0.19,43.12,0.1338
675.31,718.0,0.19,43.97,0.1336
675.31,719.0,0.19,44.84,0.1334
675.31,720.0,0.19,45.87,0.1364
675.31,721.0,0.19,46.72,0.1354
